,medical_abstracts,problems_described
2585,"['neurolept', 'malign', 'syndrom', 'parkinson', 'withdraw', 'alter', 'dopaminerg', 'therapi', 'neurolept', 'malign', 'syndrom', 'character', 'alter', 'conscious', 'fever', 'extrapyramid', 'sign', 'autonom', 'instabl', 'elev', 'creatin', 'kinas', 'level', 'leukocytosi', 'origin', 'describ', 'receiv', 'neurolept', 'drug', 'syndrom', 'also', 'occur', 'parkinson', 'withdraw', 'reduct', 'levodopa', 'therapi', 'dopaminerg', 'drug', 'therapi', 'encount', 'neurolept', 'malign', 'syndrom', 'relat', 'withdraw', 'levodopa', 'therapi', 'illustr', 'varieti', 'circumst', 'alter', 'therapi', 'dopaminerg', 'drug', 'caus', 'syndrom', 'relat', 'unfamiliar', 'neurolept', 'malign', 'syndromelevodopa', 'relationship', 'among', 'physician', 'treat', 'larg', 'number', 'parkinson', 'understand', 'role', 'brain', 'dopamin', 'pathogenesi', 'neurolept', 'malign', 'syndrom', 'appreci', 'great', 'varieti', 'drug', 'whose', 'manipul', 'potenti', 'fatal', 'syndrom', 'aid', 'proper', 'time', 'recognit', 'especi', 'offend', 'pharmacolog', 'manipul', 'involv', 'neurolept', 'drug', 'neuroleptic', 'malignant', 'syndrome', 'parkinson', 'withdrawal', 'alteration', 'dopaminergic', 'therapy', 'neuroleptic', 'malignant', 'syndrome', 'characterize', 'alter', 'consciousness', 'fever', 'extrapyramidal', 'sign', 'autonomic', 'instability', 'elevate', 'creatine', 'kinase', 'level', 'leukocytosis', 'originally', 'describe', 'receive', 'neuroleptic', 'drug', 'syndrome', 'also', 'occur', 'parkinson', 'withdrawal', 'reduction', 'levodopa', 'therapy', 'dopaminergic', 'drug', 'therapy', 'encounter', 'neuroleptic', 'malignant', 'syndrome', 'relate', 'withdrawal', 'levodopa', 'therapy', 'illustrate', 'variety', 'circumstances', 'alteration', 'therapy', 'dopaminergic', 'drug', 'cause', 'syndrome', 'relative', 'unfamiliarity', 'neuroleptic', 'malignant', 'syndromelevodopa', 'relationship', 'among', 'physicians', 'treat', 'large', 'number', 'parkinson', 'understand', 'role', 'brain', 'dopamine', 'pathogenesis', 'neuroleptic', 'malignant', 'syndrome', 'appreciation', 'great', 'variety', 'drug', 'whose', 'manipulation', 'potentially', 'fatal', 'syndrome', 'aid', 'proper', 'timely', 'recognition', 'especially', 'offend', 'pharmacologic', 'manipulation', 'involve', 'neuroleptic', 'drug']",3
2516,"['acoust', 'schwannoma', 'epidermoid', 'cyst', 'occur', 'singl', 'cerebellopontin', 'angl', 'mass', 'man', 'progress', 'hear', 'loss', 'homogen', 'left', 'cerebellopontin', 'angl', 'mass', 'magnet', 'reson', 'imag', 'scan', 'describ', 'surgeri', 'major', 'portion', 'mass', 'typic', 'encapsul', 'solid', 'acoust', 'schwannoma', 'rostral', 'portion', 'distinct', 'flaki', 'cystic', 'mass', 'without', 'welldefin', 'capsul', 'typic', 'epidermoid', 'cyst', 'radiograph', 'oper', 'find', 'uniqu', 'coexist', 'differ', 'benign', 'cerebellopontin', 'angl', 'mass', 'present', 'acoustic', 'schwannoma', 'epidermoid', 'cyst', 'occur', 'single', 'cerebellopontine', 'angle', 'mass', 'man', 'progressive', 'hear', 'loss', 'homogeneous', 'leave', 'cerebellopontine', 'angle', 'mass', 'magnetic', 'resonance', 'image', 'scan', 'describe', 'surgery', 'major', 'portion', 'mass', 'typical', 'encapsulate', 'solid', 'acoustic', 'schwannoma', 'rostral', 'portion', 'distinct', 'flaky', 'cystic', 'mass', 'without', 'welldefined', 'capsule', 'typical', 'epidermoid', 'cyst', 'radiographic', 'operative', 'find', 'unique', 'coexistence', 'different', 'benign', 'cerebellopontine', 'angle', 'mass', 'present']",1
4678,"['neuropsycholog', 'aspect', 'learn', 'disabl', 'epilepsi', 'cognit', 'impair', 'regard', 'link', 'epilept', 'condit', 'inabl', 'learn', 'school', 'neuropsycholog', 'approach', 'learn', 'disabl', 'epilepsi', 'therefor', 'concentr', 'analyz', 'differenti', 'effect', 'epilept', 'factor', 'cognit', 'function', 'impact', 'seizur', 'activ', 'local', 'epileptogen', 'foci', 'antiepilept', 'cognit', 'function', 'evalu', 'base', 'upon', 'result', 'continu', 'assess', 'computer', 'neuropsycholog', 'test', 'system', 'second', 'learn', 'disabl', 'evalu', 'observ', 'made', 'classroom', 'perform', 'issu', 'seem', 'predomin', 'learn', 'studi', 'among', 'disabl', 'epilepsi', 'testretest', 'variabl', 'deterior', 'suppos', 'specif', 'learn', 'disabl', 'neuropsychological', 'aspects', 'learn', 'disabilities', 'epilepsy', 'cognitive', 'impairment', 'regard', 'link', 'epileptic', 'condition', 'inability', 'learn', 'school', 'neuropsychological', 'approach', 'learn', 'disabilities', 'epilepsy', 'therefore', 'concentrate', 'analyze', 'differential', 'effect', 'epileptic', 'factor', 'cognitive', 'function', 'impact', 'seizure', 'activity', 'localization', 'epileptogenic', 'foci', 'antiepileptic', 'cognitive', 'function', 'evaluate', 'base', 'upon', 'result', 'continuous', 'assessment', 'computerize', 'neuropsychological', 'test', 'system', 'second', 'learn', 'disabilities', 'evaluate', 'observations', 'make', 'classroom', 'performance', 'issue', 'seem', 'predominate', 'learn', 'study', 'among', 'disable', 'epilepsy', 'testretest', 'variability', 'deterioration', 'suppose', 'specificity', 'learn', 'disabilities']",5
11175,"['effect', 'retroven', 'myocardi', 'drug', 'deliveri', 'coronari', 'arteri', 'occlus', 'sheep', 'retroven', 'rv', 'myocardi', 'deliveri', 'blood', 'drug', 'coronari', 'sinus', 'cs', 'lumen', 'balloon', 'cathet', 'evalu', 'sheep', 'coronari', 'collater', 'protect', 'ventricular', 'fibril', 'vf', 'coronari', 'arteri', 'occlus', 'balloon', 'asynchron', 'inflat', 'cs', 'occlus', 'sec', 'deflat', 'sec', 'ccsec', 'flow', 'left', 'anterior', 'descend', 'coronari', 'arteri', 'occlud', 'inflat', 'percutan', 'translumin', 'coronari', 'angiographi', 'balloon', 'therapi', 'start', 'immedi', 'control', 'therapi', 'develop', 'vf', 'min', 'coronari', 'arteri', 'occlus', 'drug', 'lidocain', 'l', 'esmolol', 'e', 'adenosin', 'deferoxamin', 'evalu', 'effect', 'elimin', 'develop', 'vf', 'intraven', 'iv', 'administr', 'rv', 'administr', 'venous', 'blood', 'vb', 'arteri', 'blood', 'ab', 'percent', 'surviv', 'ca', 'occlus', 'vf', 'l', 'iv', 'l', 'rv', 'vb', 'l', 'rv', 'ab', 'e', 'iv', 'e', 'rv', 'vb', 'iv', 'rv', 'vb', 'iv', 'rv', 'ab', 'trend', 'toward', 'lower', 'myocardi', 'necrosi', 'seen', 'tetrazolium', 'stain', 'andor', 'light', 'microscopi', 'rv', 'survivor', 'especi', 'vb', 'iv', 'survivor', 'data', 'suggest', 'rv', 'antiarrhythm', 'drug', 'deliveri', 'feasibl', 'altern', 'iv', 'administr', 'ca', 'occlus', 'effect', 'retrovenous', 'myocardial', 'drug', 'delivery', 'coronary', 'artery', 'occlusion', 'sheep', 'retrovenous', 'rv', 'myocardial', 'delivery', 'blood', 'drug', 'coronary', 'sinus', 'cs', 'lumen', 'balloon', 'catheter', 'evaluate', 'sheep', 'coronary', 'collaterals', 'protection', 'ventricular', 'fibrillation', 'vf', 'coronary', 'artery', 'occlusion', 'balloon', 'asynchronously', 'inflate', 'cs', 'occlusion', 'sec', 'deflate', 'sec', 'ccsec', 'flow', 'leave', 'anterior', 'descend', 'coronary', 'artery', 'occlude', 'inflation', 'percutaneous', 'transluminal', 'coronary', 'angiography', 'balloon', 'therapy', 'start', 'immediately', 'control', 'therapy', 'develop', 'vf', 'min', 'coronary', 'artery', 'occlusion', 'drug', 'lidocaine', 'l', 'esmolol', 'e', 'adenosine', 'deferoxamine', 'evaluate', 'effect', 'eliminate', 'develop', 'vf', 'intravenous', 'iv', 'administration', 'rv', 'administration', 'venous', 'blood', 'vb', 'arterial', 'blood', 'ab', 'percent', 'survival', 'ca', 'occlusion', 'vf', 'l', 'iv', 'l', 'rv', 'vb', 'l', 'rv', 'ab', 'e', 'iv', 'e', 'rv', 'vb', 'iv', 'rv', 'vb', 'iv', 'rv', 'ab', 'trend', 'toward', 'lower', 'myocardial', 'necrosis', 'see', 'tetrazolium', 'stain', 'andor', 'light', 'microscopy', 'rv', 'survivors', 'especially', 'vb', 'iv', 'survivors', 'data', 'suggest', 'rv', 'antiarrhythmic', 'drug', 'delivery', 'feasible', 'alternative', 'iv', 'administration', 'ca', 'occlusion']",5
295,"['cutan', 'manifest', 'essenti', 'thrombocythemia', 'retrospect', 'essenti', 'thrombocythemia', 'relat', 'cutan', 'manifest', 'relat', 'skin', 'lesion', 'present', 'time', 'primari', 'diagnosi', 'essenti', 'thrombocythemia', 'hematoma', 'ecchymos', 'petechia', 'purpura', 'occur', 'fifteen', 'erythromelalgia', 'initi', 'complaint', 'livedo', 'reticulari', 'recurr', 'superfici', 'thrombophleb', 'ischem', 'complic', 'gangren', 'leg', 'ulcer', 'ulcer', 'toe', 'manifest', 'urticaria', 'occur', 'raynaud', 'phenomenon', 'necrot', 'vascul', 'observ', 'platelet', 'function', 'abnorm', 'spontan', 'platelet', 'aggreg', 'knowledg', 'cutan', 'manifest', 'essenti', 'thrombocythemia', 'lead', 'earlier', 'detect', 'prompt', 'diagnosi', 'essenti', 'thrombocythemia', 'import', 'prevent', 'sever', 'hemorrhag', 'thrombot', 'event', 'cutaneous', 'manifestations', 'essential', 'thrombocythemia', 'retrospective', 'essential', 'thrombocythemia', 'relate', 'cutaneous', 'manifestations', 'relate', 'skin', 'lesions', 'present', 'time', 'primary', 'diagnosis', 'essential', 'thrombocythemia', 'hematomas', 'ecchymoses', 'petechiae', 'purpura', 'occur', 'fifteen', 'erythromelalgia', 'initial', 'complaint', 'livedo', 'reticularis', 'recurrent', 'superficial', 'thrombophlebitis', 'ischemic', 'complications', 'gangrene', 'leg', 'ulcers', 'ulcers', 'toe', 'manifestations', 'urticaria', 'occur', 'raynaud', 'phenomenon', 'necrotizing', 'vasculitis', 'observe', 'platelet', 'function', 'abnormal', 'spontaneous', 'platelet', 'aggregation', 'knowledge', 'cutaneous', 'manifestations', 'essential', 'thrombocythemia', 'lead', 'earlier', 'detection', 'prompt', 'diagnosis', 'essential', 'thrombocythemia', 'important', 'prevent', 'severe', 'hemorrhagic', 'thrombotic', 'events']",4
6274,"['marijuana', 'smoke', 'possibl', 'tongu', 'carcinoma', 'young', 't1n0m0', 'carcinoma', 'tongu', 'male', 'regular', 'marijuana', 'smoker', 'describ', 'hemiglossectomi', 'complet', 'bilater', 'neck', 'dissect', 'carri', 'postop', 'radiotherapi', 'given', 'resect', 'margin', 'histolog', 'negat', 'tumour', 'recur', 'later', 'left', 'cervic', 'region', 'involv', 'mandibl', 'surgeri', 'perform', 'month', 'neck', 'still', 'evid', 'describ', 'impli', 'introduct', 'marijuana', 'possibl', 'new', 'risk', 'factor', 'develop', 'oral', 'caviti', 'tumour', 'resect', 'primari', 'lesion', 'wide', 'possibl', 'even', 't1', 'due', 'aggress', 'biolog', 'behaviour', 'tumour', 'young', 'subject', 'marijuana', 'smoke', 'possible', 'tongue', 'carcinoma', 'young', 't1n0m0', 'carcinoma', 'tongue', 'male', 'regular', 'marijuana', 'smoker', 'describe', 'hemiglossectomy', 'complete', 'bilateral', 'neck', 'dissection', 'carry', 'postoperative', 'radiotherapy', 'give', 'resection', 'margins', 'histologically', 'negative', 'tumour', 'recur', 'later', 'leave', 'cervical', 'region', 'involve', 'mandible', 'surgery', 'perform', 'months', 'neck', 'still', 'evident', 'describe', 'imply', 'introduction', 'marijuana', 'possible', 'new', 'risk', 'factor', 'development', 'oral', 'cavity', 'tumours', 'resection', 'primary', 'lesion', 'wide', 'possible', 'even', 't1', 'due', 'aggressive', 'biological', 'behaviour', 'tumours', 'young', 'subject']",1
212,"['intervent', 'radiolog', 'biliari', 'tract', 'metal', 'stent', 'biliari', 'metal', 'stent', 'place', 'bile', 'duct', 'obstruct', 'six', 'receiv', 'gianturco', 'stent', 'wallstent', 'result', 'test', 'discuss', 'interventional', 'radiology', 'biliary', 'tract', 'metallic', 'stents', 'biliary', 'metallic', 'stents', 'place', 'bile', 'duct', 'obstruction', 'six', 'receive', 'gianturco', 'stents', 'wallstents', 'result', 'test', 'discuss']",5
9520,"['sinistr', 'leftsid', 'portal', 'hypertens', 'splenic', 'vein', 'thrombosi', 'svt', 'sinistr', 'portal', 'hypertens', 'sph', 'treat', 'institut', 'svt', 'identifi', 'autopsi', 'nine', 'twelv', 'addit', 'present', 'sph', 'bleed', 'esophag', 'varic', 'svt', 'hepat', 'function', 'svt', 'caus', 'pancreat', 'neoplasm', 'chronic', 'pancreat', 'pancreat', 'pseudocyst', 'svt', 'diagnos', 'splanchnic', 'angiographi', 'splenoportographi', 'computer', 'tomographi', 'ultrasonographi', 'gastric', 'varic', 'diagnos', 'endoscopi', 'barium', 'swallow', 'splenectomi', 'perform', 'primari', 'therapi', 'en', 'block', 'distal', 'pancreatectomi', 'highrisk', 'splenic', 'arteri', 'embol', 'prelud', 'splenectomi', 'perform', 'hour', 'later', 'definit', 'therapi', 'splenectom', 'continu', 'bleed', 'bleed', 'occur', 'splenectom', 'followup', 'week', 'sinistr', 'portal', 'hypertens', 'clinic', 'syndrom', 'splenic', 'vein', 'thrombosi', 'caus', 'pancreat', 'patholog', 'manifest', 'bleed', 'gastric', 'varic', 'patent', 'portal', 'vein', 'hepat', 'function', 'splanchnic', 'arteriographi', 'necessari', 'accur', 'diagnosi', 'splenectomi', 'effect', 'choic', 'sinistral', 'leftsided', 'portal', 'hypertension', 'splenic', 'vein', 'thrombosis', 'svt', 'sinistral', 'portal', 'hypertension', 'sph', 'treat', 'institution', 'svt', 'identify', 'autopsy', 'nine', 'twelve', 'additional', 'present', 'sph', 'bleed', 'esophageal', 'varices', 'svt', 'hepatic', 'function', 'svt', 'cause', 'pancreatic', 'neoplasm', 'chronic', 'pancreatitis', 'pancreatic', 'pseudocyst', 'svt', 'diagnose', 'splanchnic', 'angiography', 'splenoportography', 'computerize', 'tomography', 'ultrasonography', 'gastric', 'varices', 'diagnose', 'endoscopy', 'barium', 'swallow', 'splenectomy', 'perform', 'primary', 'therapy', 'en', 'block', 'distal', 'pancreatectomy', 'highrisk', 'splenic', 'artery', 'embolization', 'prelude', 'splenectomy', 'perform', 'hours', 'later', 'definitive', 'therapy', 'splenectomized', 'continue', 'bleed', 'bleed', 'occur', 'splenectomized', 'followup', 'week', 'sinistral', 'portal', 'hypertension', 'clinical', 'syndrome', 'splenic', 'vein', 'thrombosis', 'cause', 'pancreatic', 'pathology', 'manifest', 'bleed', 'gastric', 'varices', 'patent', 'portal', 'vein', 'hepatic', 'function', 'splanchnic', 'arteriography', 'necessary', 'accurate', 'diagnosis', 'splenectomy', 'effective', 'choice']",4
9971,"['distribut', 'angiograph', 'vasospasm', 'subarachnoid', 'hemorrhag', 'implic', 'diagnosi', 'transcrani', 'doppler', 'ultrasonographi', 'undertaken', 'determin', 'frequent', 'angiograph', 'vasospasm', 'occur', 'outsid', 'access', 'rang', 'transcrani', 'doppler', 'ultrasound', 'suffer', 'subarachnoid', 'hemorrhag', 'vasospasm', 'locat', 'basal', 'vessel', 'readili', 'identifi', 'use', 'transcrani', 'doppler', 'ultrasound', 'wherea', 'spasm', 'affect', 'distal', 'vertic', 'orient', 'arteri', 'outsid', 'standard', 'detect', 'rang', 'therefor', 'specul', 'sensit', 'techniqu', 'would', 'advers', 'affect', 'high', 'incid', 'distal', 'vasospasm', 'total', 'angiogram', 'perform', 'subarachnoid', 'hemorrhag', 'anterior', 'circul', 'aneurysm', 'review', 'determin', 'typic', 'distribut', 'vasospasm', 'show', 'greater', 'equal', 'vessel', 'narrow', 'spasm', 'restrict', 'basal', 'vessel', 'spasm', 'involv', 'basal', 'distal', 'segment', 'spasm', 'distal', 'segment', 'none', 'distal', 'vasospasm', 'alon', 'develop', 'delay', 'ischem', 'deficit', 'conclud', 'anterior', 'circul', 'aneurysm', 'develop', 'vasospasm', 'involv', 'basal', 'vessel', 'small', 'number', 'develop', 'vasospasm', 'distal', 'vessel', 'distribution', 'angiographic', 'vasospasm', 'subarachnoid', 'hemorrhage', 'implications', 'diagnosis', 'transcranial', 'doppler', 'ultrasonography', 'undertake', 'determine', 'frequently', 'angiographic', 'vasospasm', 'occur', 'outside', 'access', 'range', 'transcranial', 'doppler', 'ultrasound', 'suffer', 'subarachnoid', 'hemorrhage', 'vasospasm', 'locate', 'basal', 'vessels', 'readily', 'identifiable', 'use', 'transcranial', 'doppler', 'ultrasound', 'whereas', 'spasm', 'affect', 'distal', 'vertically', 'orient', 'arteries', 'outside', 'standard', 'detection', 'range', 'therefore', 'speculate', 'sensitivity', 'technique', 'would', 'adversely', 'affect', 'high', 'incidence', 'distal', 'vasospasm', 'total', 'angiograms', 'perform', 'subarachnoid', 'hemorrhage', 'anterior', 'circulation', 'aneurysms', 'review', 'determine', 'typical', 'distribution', 'vasospasm', 'show', 'greater', 'equal', 'vessel', 'narrow', 'spasm', 'restrict', 'basal', 'vessels', 'spasm', 'involve', 'basal', 'distal', 'segment', 'spasm', 'distal', 'segment', 'none', 'distal', 'vasospasm', 'alone', 'develop', 'delay', 'ischemic', 'deficits', 'conclude', 'anterior', 'circulation', 'aneurysms', 'develop', 'vasospasm', 'involvement', 'basal', 'vessels', 'small', 'number', 'develop', 'vasospasm', 'distal', 'vessels']",4
7475,"['liver', 'fatti', 'acidbind', 'protein', 'marker', 'studi', 'cellular', 'differenti', 'gut', 'epitheli', 'neoplasm', 'liver', 'fatti', 'acid', 'bind', 'protein', 'residu', 'cytoplasm', 'protein', 'synthes', 'liver', 'intestin', 'epithelium', 'previous', 'studi', 'transgen', 'mice', 'indic', 'liver', 'fatti', 'acidbind', 'protein', 'gene', 'sensit', 'marker', 'enterocyt', 'differenti', 'show', 'immunohistochem', 'method', 'examin', 'liver', 'fatti', 'acidbind', 'protein', 'gene', 'express', 'colon', 'epithelium', 'colon', 'villoglandular', 'adenoma', 'nonmucin', 'mucin', 'adenocarcinoma', 'sever', 'type', 'noncolon', 'epitheli', 'neoplasm', 'cell', 'contain', 'liver', 'fatti', 'acidbind', 'protein', 'colon', 'epithelium', 'third', 'colorect', 'villoglandular', 'adenoma', 'nonmucin', 'adenocarcinoma', 'third', 'mucin', 'adenocarcinoma', 'noncolon', 'nonhepat', 'carcinoma', 'liver', 'fatti', 'acidbind', 'proteinposit', 'colon', 'adenoma', 'adenocarcinoma', 'contain', 'patch', 'immunoreact', 'cell', 'distribut', 'among', 'histolog', 'ident', 'patch', 'cell', 'without', 'liver', 'fatti', 'acidbind', 'protein', 'immunoreact', 'mosaic', 'also', 'metastas', 'liver', 'fatti', 'acidbind', 'proteinposit', 'colon', 'adenocarcinoma', 'immunostain', 'liver', 'fatti', 'acidbind', 'proteinposit', 'tissu', 'carcinoembryon', 'antigen', 'show', 'mosaic', 'cellular', 'pattern', 'express', 'data', 'suggest', 'within', 'given', 'neoplasm', 'differ', 'exist', 'differenti', 'program', 'monoclonallyderiv', 'malign', 'colon', 'epitheli', 'cell', 'liver', 'fatti', 'acidbind', 'protein', 'use', 'marker', 'oper', 'defin', 'subpopul', 'liver', 'fatti', 'acidbind', 'protein', 'also', 'potenti', 'use', 'diagnost', 'marker', 'colorect', 'hepat', 'carcinoma', 'liver', 'fatty', 'acidbinding', 'protein', 'marker', 'study', 'cellular', 'differentiation', 'gut', 'epithelial', 'neoplasms', 'liver', 'fatty', 'acid', 'bind', 'protein', 'residue', 'cytoplasmic', 'protein', 'synthesize', 'liver', 'intestinal', 'epithelium', 'previous', 'study', 'transgenic', 'mice', 'indicate', 'liver', 'fatty', 'acidbinding', 'protein', 'gene', 'sensitive', 'marker', 'enterocytic', 'differentiation', 'show', 'immunohistochemical', 'methods', 'examine', 'liver', 'fatty', 'acidbinding', 'protein', 'gene', 'expression', 'colonic', 'epithelium', 'colonic', 'villoglandular', 'adenomas', 'nonmucinous', 'mucinous', 'adenocarcinomas', 'several', 'type', 'noncolonic', 'epithelial', 'neoplasms', 'cells', 'contain', 'liver', 'fatty', 'acidbinding', 'protein', 'colonic', 'epithelium', 'thirds', 'colorectal', 'villoglandular', 'adenomas', 'nonmucinous', 'adenocarcinomas', 'third', 'mucinous', 'adenocarcinomas', 'noncolonic', 'nonhepatic', 'carcinomas', 'liver', 'fatty', 'acidbinding', 'proteinpositive', 'colonic', 'adenomas', 'adenocarcinomas', 'contain', 'patch', 'immunoreactive', 'cells', 'distribute', 'among', 'histologically', 'identical', 'patch', 'cells', 'without', 'liver', 'fatty', 'acidbinding', 'protein', 'immunoreactivity', 'mosaicism', 'also', 'metastases', 'liver', 'fatty', 'acidbinding', 'proteinpositive', 'colonic', 'adenocarcinomas', 'immunostaining', 'liver', 'fatty', 'acidbinding', 'proteinpositive', 'tissue', 'carcinoembryonic', 'antigen', 'show', 'mosaic', 'cellular', 'pattern', 'expression', 'data', 'suggest', 'within', 'give', 'neoplasm', 'differences', 'exist', 'differentiation', 'program', 'monoclonallyderived', 'malignant', 'colonic', 'epithelial', 'cells', 'liver', 'fatty', 'acidbinding', 'protein', 'useful', 'marker', 'operationally', 'define', 'subpopulations', 'liver', 'fatty', 'acidbinding', 'protein', 'also', 'potentially', 'useful', 'diagnostic', 'marker', 'colorectal', 'hepatic', 'carcinomas']",1
2490,"['secondari', 'prevent', 'acut', 'myocardi', 'infarct', 'betablock', 'agent', 'calcium', 'antagonist', 'discoveri', 'beta', 'blocker', 'possess', 'clinic', 'use', 'hypotens', 'antiangin', 'antiarrhythm', 'properti', 'attract', 'interest', 'clinician', 'research', 'pharmaceut', 'communiti', 'alik', 'addit', 'minor', 'differ', 'varieti', 'ancillari', 'properti', 'led', 'specul', 'specif', 'class', 'drug', 'might', 'advantag', 'class', 'enthusiasm', 'greet', 'report', 'small', 'trial', 'show', 'beta', 'blocker', 'reduc', 'postmyocardi', 'infarct', 'mortal', 'rate', 'attract', 'commerci', 'support', 'necessari', 'evalu', 'differ', 'beta', 'blocker', 'clinic', 'set', 'plethora', 'beta', 'blocker', 'subsequ', 'becam', 'avail', 'led', 'consider', 'improv', 'design', 'implement', 'larg', 'clinic', 'trial', 'despit', 'appar', 'discrep', 'result', 'various', 'trial', 'metaanalysi', 'indic', 'beta', 'blocker', 'reduc', 'postinfarct', 'mortal', 'howev', 'metaanalysi', 'recommend', 'particular', 'drug', 'specif', 'dose', 'individu', 'clinic', 'practic', 'must', 'base', 'result', 'individu', 'trial', 'conclus', 'metaanalysi', 'clinic', 'util', 'beta', 'blocker', 'secondari', 'prevent', 'myocardi', 'infarct', 'coupl', 'experiment', 'evid', 'calcium', 'antagonist', 'reduc', 'infarct', 'size', 'led', 'seri', 'larg', 'studi', 'design', 'establish', 'whether', 'calcium', 'antagonist', 'reduc', 'mortal', 'myocardi', 'infarct', 'lesson', 'learn', 'betablock', 'trial', 'permit', 'rapid', 'evalu', 'efficaci', 'calcium', 'antagonist', 'set', 'clear', 'unlik', 'beta', 'blocker', 'calcium', 'antagonist', 'effect', 'secondari', 'prevent', 'myocardi', 'infarct', 'secondary', 'prevention', 'acute', 'myocardial', 'infarction', 'betablocking', 'agents', 'calcium', 'antagonists', 'discovery', 'beta', 'blockers', 'possess', 'clinically', 'useful', 'hypotensive', 'antianginal', 'antiarrhythmic', 'properties', 'attract', 'interest', 'clinicians', 'researchers', 'pharmaceutical', 'community', 'alike', 'addition', 'minor', 'differences', 'variety', 'ancillary', 'properties', 'lead', 'speculation', 'specific', 'class', 'drug', 'might', 'advantage', 'class', 'enthusiasm', 'greet', 'report', 'small', 'trials', 'show', 'beta', 'blockers', 'reduce', 'postmyocardial', 'infarction', 'mortality', 'rate', 'attract', 'commercial', 'support', 'necessary', 'evaluate', 'different', 'beta', 'blockers', 'clinical', 'set', 'plethora', 'beta', 'blockers', 'subsequently', 'become', 'available', 'lead', 'considerable', 'improvement', 'design', 'implementation', 'large', 'clinical', 'trials', 'despite', 'apparent', 'discrepancies', 'result', 'various', 'trials', 'metaanalysis', 'indicate', 'beta', 'blockers', 'reduce', 'postinfarction', 'mortality', 'however', 'metaanalysis', 'recommend', 'particular', 'drug', 'specific', 'dose', 'individual', 'clinical', 'practice', 'must', 'base', 'result', 'individual', 'trials', 'conclusions', 'metaanalysis', 'clinical', 'utility', 'beta', 'blockers', 'secondary', 'prevention', 'myocardial', 'infarction', 'couple', 'experimental', 'evidence', 'calcium', 'antagonists', 'reduce', 'infarct', 'size', 'lead', 'series', 'large', 'study', 'design', 'establish', 'whether', 'calcium', 'antagonists', 'reduce', 'mortality', 'myocardial', 'infarction', 'lessons', 'learn', 'betablocker', 'trials', 'permit', 'rapid', 'evaluation', 'efficacy', 'calcium', 'antagonists', 'set', 'clear', 'unlike', 'beta', 'blockers', 'calcium', 'antagonists', 'effective', 'secondary', 'prevention', 'myocardial', 'infarction']",4
